step_size,update_interval,learning_rate,avg_alpha,ess_omega,ess_h,cov_hist,step_hist
"[0.02, 0.02]",100,0.1,0.20554999999999998,591.4086024564157,999.8400476610011,"[array([[8.42581227e-04, 1.82323318e-05],
       [1.82323318e-05, 8.16675169e-04]]), array([[7.67883529e-04, 7.13626603e-06],
       [7.13626603e-06, 6.54867135e-04]]), array([[ 7.33603484e-04, -2.97863081e-06],
       [-2.97863081e-06,  5.25603088e-04]]), array([[ 7.40940187e-04, -1.27162023e-05],
       [-1.27162023e-05,  4.22141185e-04]]), array([[ 7.05667156e-04, -2.00899664e-05],
       [-2.00899664e-05,  3.39566743e-04]]), array([[ 7.17392146e-04, -2.69862593e-05],
       [-2.69862593e-05,  2.73464209e-04]]), array([[ 6.66626380e-04, -2.97467197e-05],
       [-2.97467197e-05,  2.20429924e-04]]), array([[ 6.54404596e-04, -3.07676472e-05],
       [-3.07676472e-05,  1.77812666e-04]]), array([[ 6.20944632e-04, -3.28893664e-05],
       [-3.28893664e-05,  1.43850015e-04]]), array([[ 5.98683065e-04, -3.24665416e-05],
       [-3.24665416e-05,  1.16496564e-04]]), array([[ 5.89984606e-04, -3.33122874e-05],
       [-3.33122874e-05,  9.46773401e-05]]), array([[ 5.94416063e-04, -3.64489308e-05],
       [-3.64489308e-05,  7.75556901e-05]]), array([[ 5.74125548e-04, -3.66020776e-05],
       [-3.66020776e-05,  6.36493374e-05]]), array([[ 5.47973801e-04, -3.60309019e-05],
       [-3.60309019e-05,  5.23958233e-05]]), array([[ 5.45752490e-04, -3.76080593e-05],
       [-3.76080593e-05,  4.36337284e-05]]), array([[ 5.78749689e-04, -4.02396924e-05],
       [-4.02396924e-05,  3.66432142e-05]]), array([[ 5.94066159e-04, -4.12602903e-05],
       [-4.12602903e-05,  3.09746902e-05]]), array([[ 5.94466533e-04, -4.11002065e-05],
       [-4.11002065e-05,  2.62745596e-05]]), array([[ 5.70280096e-04, -3.95492720e-05],
       [-3.95492720e-05,  2.26084006e-05]]), array([[ 5.62294297e-04, -3.94282694e-05],
       [-3.94282694e-05,  1.95872995e-05]])]","[[0.029027249738499412, 0.02857752909462361], [0.027710711455202576, 0.0255903719172825], [0.027085115547262683, 0.02292603516003767], [0.027220216511434504, 0.020546074686854772], [0.026564396390264835, 0.018427336840014123], [0.026784177153840995, 0.01653675326928054], [0.02581910880846391, 0.014846882631771268], [0.025581332967885315, 0.013334641589583807], [0.024918760652102908, 0.011993748981581927], [0.024468000837608535, 0.010793357385330488], [0.02428959872737011, 0.009730228165049922], [0.02438064936547494, 0.008806570849942047], [0.023960917096299644, 0.007978053482248148], [0.023408840224915815, 0.0072384959247040635], [0.02336134606225973, 0.006605583120584524], [0.024057216978203982, 0.006053363871188468], [0.02437347244082725, 0.005565491012053123], [0.024381684370920212, 0.00512587159708703], [0.023880538013872014, 0.004754829186052486], [0.02371274545787899, 0.004425754112582939]]"
"[0.02, 0.02]",200,0.01,0.13795000000000002,435.46353831871863,766.783476949457,"[array([[5.05204684e-04, 2.11725761e-06],
       [2.11725761e-06, 6.15671387e-04]]), array([[ 5.21585331e-04, -6.76232017e-06],
       [-6.76232017e-06,  4.94082908e-04]]), array([[ 5.41207267e-04, -1.46354974e-05],
       [-1.46354974e-05,  3.96979849e-04]]), array([[ 5.65198331e-04, -2.09718384e-05],
       [-2.09718384e-05,  3.19268016e-04]]), array([[ 5.37685329e-04, -2.37008664e-05],
       [-2.37008664e-05,  2.56875255e-04]]), array([[ 5.26320679e-04, -2.72204320e-05],
       [-2.72204320e-05,  2.07431716e-04]]), array([[ 5.68723487e-04, -3.29714099e-05],
       [-3.29714099e-05,  1.67876490e-04]]), array([[ 5.72154576e-04, -3.53303957e-05],
       [-3.53303957e-05,  1.36207000e-04]]), array([[ 5.54850439e-04, -3.63073784e-05],
       [-3.63073784e-05,  1.10505254e-04]]), array([[ 5.69870260e-04, -3.85075766e-05],
       [-3.85075766e-05,  9.01784165e-05]])]","[[0.02247675875563059, 0.024812726320071008], [0.022838242724267207, 0.022227975807201386], [0.023263861817189303, 0.019924353164252458], [0.02377390020157166, 0.017868072527648816], [0.023188042795657712, 0.016027328369861517], [0.02294167995498863, 0.014402489913219196], [0.023847924159347056, 0.012956716000496393], [0.023919752844077487, 0.011670775477205122], [0.023555263513721218, 0.010512147905593796], [0.023871955520671645, 0.009496231699122523]]"
"[0.02, 0.02]",200,0.05,0.13285000000000002,374.06214273957767,555.0835412390234,"[array([[ 7.60095649e-04, -3.78056898e-06],
       [-3.78056898e-06,  5.88802437e-04]]), array([[ 7.07631421e-04, -9.40768146e-06],
       [-9.40768146e-06,  4.72434114e-04]]), array([[ 6.95042283e-04, -1.49480721e-05],
       [-1.49480721e-05,  3.79578439e-04]]), array([[ 6.54956942e-04, -2.05617884e-05],
       [-2.05617884e-05,  3.05357478e-04]]), array([[ 6.50043611e-04, -2.57139305e-05],
       [-2.57139305e-05,  2.45981588e-04]]), array([[ 6.37563939e-04, -2.90981624e-05],
       [-2.90981624e-05,  1.98340534e-04]]), array([[ 6.27180858e-04, -3.35338488e-05],
       [-3.35338488e-05,  1.60442020e-04]]), array([[ 6.32845808e-04, -3.65193997e-05],
       [-3.65193997e-05,  1.29991004e-04]]), array([[ 6.36239994e-04, -3.88515606e-05],
       [-3.88515606e-05,  1.05766242e-04]]), array([[ 6.21597086e-04, -4.01283142e-05],
       [-4.01283142e-05,  8.64787055e-05]])]","[[0.027569832223381524, 0.024265251626840408], [0.026601342470242647, 0.02173554953810969], [0.026363654583652356, 0.0194827728700247], [0.02559212655706872, 0.017474480765693603], [0.025495952836518135, 0.01568380018240003], [0.02525002850088526, 0.01408334243647511], [0.02504357918120578, 0.012666570955633297], [0.025156426778611136, 0.011401359727483882], [0.02522379817211454, 0.010284271576302118], [0.02493184883013051, 0.009299392746376416]]"
"[0.02, 0.02]",200,0.1,0.13825000000000004,391.92734615157764,648.5796869469353,"[array([[4.96172197e-04, 2.69575728e-05],
       [2.69575728e-05, 5.77985382e-04]]), array([[4.98881621e-04, 1.36851978e-05],
       [1.36851978e-05, 4.63962503e-04]]), array([[ 5.97500386e-04, -3.83557849e-06],
       [-3.83557849e-06,  3.73320711e-04]]), array([[ 5.80549763e-04, -1.18609214e-05],
       [-1.18609214e-05,  3.00332563e-04]]), array([[ 5.74612190e-04, -1.71895482e-05],
       [-1.71895482e-05,  2.41846620e-04]]), array([[ 5.89351636e-04, -2.39552083e-05],
       [-2.39552083e-05,  1.95443667e-04]]), array([[ 5.51506676e-04, -2.47193032e-05],
       [-2.47193032e-05,  1.57743688e-04]]), array([[ 5.62869765e-04, -2.83987665e-05],
       [-2.83987665e-05,  1.27921731e-04]]), array([[ 5.61276290e-04, -3.10716950e-05],
       [-3.10716950e-05,  1.03982862e-04]]), array([[ 5.53136142e-04, -3.25670323e-05],
       [-3.25670323e-05,  8.47097440e-05]])]","[[0.022274923047817374, 0.0240413265467448], [0.022335658063497223, 0.021539788842721407], [0.024443821026936163, 0.01932150901424811], [0.024094600296435092, 0.017330105681176745], [0.023971069864263946, 0.015551418592051433], [0.024276565562963166, 0.013980116860757036], [0.02348417926516223, 0.012559605397741844], [0.023724876502581767, 0.011310248951921969], [0.023691270333375713, 0.010197198739349074], [0.023518846522304234, 0.009203789655526604]]"
"[0.02, 0.02]",300,0.01,0.12979999999999997,369.65539032627896,752.3553343553509,"[array([[4.61055630e-04, 1.28007616e-05],
       [1.28007616e-05, 4.97551592e-04]]), array([[4.88085312e-04, 1.40895778e-06],
       [1.40895778e-06, 3.99724605e-04]]), array([[ 5.07879244e-04, -6.40459195e-06],
       [-6.40459195e-06,  3.21121134e-04]]), array([[ 5.14906973e-04, -1.30744049e-05],
       [-1.30744049e-05,  2.58534027e-04]]), array([[ 5.14339191e-04, -1.80275205e-05],
       [-1.80275205e-05,  2.08495948e-04]]), array([[ 5.16137363e-04, -2.21105809e-05],
       [-2.21105809e-05,  1.68377439e-04]])]","[[0.021472205999334647, 0.022305864529610475], [0.022092652888626527, 0.0199931139469502], [0.02253617634137781, 0.017919853061086906], [0.022691561711092663, 0.016078993359180452], [0.022679047392508228, 0.014439388759146961], [0.022718656716877075, 0.012976033264568485]]"
"[0.02, 0.02]",300,0.05,0.12315000000000001,381.95915072773613,665.19503578276,"[array([[5.27506255e-04, 3.61275087e-05],
       [3.61275087e-05, 5.55870769e-04]]), array([[5.67601729e-04, 1.75776866e-05],
       [1.75776866e-05, 4.46794658e-04]]), array([[5.64258532e-04, 5.96383930e-06],
       [5.96383930e-06, 3.59032576e-04]]), array([[ 5.84468042e-04, -5.68216225e-06],
       [-5.68216225e-06,  2.89019815e-04]]), array([[ 5.94447774e-04, -1.46484677e-05],
       [-1.46484677e-05,  2.33012296e-04]]), array([[ 6.10611299e-04, -2.13146785e-05],
       [-2.13146785e-05,  1.88244218e-04]])]","[[0.022967504331609562, 0.023576911782347044], [0.023824393560710106, 0.02113751777114439], [0.02375412663784537, 0.01894815496147228], [0.024175773872607626, 0.01700058277021066], [0.02438129967103776, 0.015264740286678896], [0.024710550357334396, 0.013720212035577276]]"
"[0.02, 0.02]",300,0.1,0.1271,346.9293902976111,565.7256479799462,"[array([[ 4.85147100e-04, -1.45321045e-05],
       [-1.45321045e-05,  5.23094953e-04]]), array([[ 4.98177372e-04, -2.12766811e-05],
       [-2.12766811e-05,  4.20425843e-04]]), array([[ 5.28591526e-04, -2.62340567e-05],
       [-2.62340567e-05,  3.38018174e-04]]), array([[ 5.58673585e-04, -3.13653100e-05],
       [-3.13653100e-05,  2.72304451e-04]]), array([[ 5.45739678e-04, -3.20307880e-05],
       [-3.20307880e-05,  2.19425049e-04]]), array([[ 5.58244912e-04, -3.53194748e-05],
       [-3.53194748e-05,  1.77288646e-04]])]","[[0.022026055032686714, 0.022871269159146283], [0.022319887355205414, 0.020504288395570277], [0.022991118411809848, 0.018385270560936195], [0.023636276889428032, 0.016501649934916724], [0.02336107184799152, 0.014813002696817738], [0.023627207027344874, 0.013314978269771021]]"
"[0.05, 0.05]",100,0.01,0.1278,518.8785467235263,740.559138674379,"[array([[ 2.82297293e-03, -6.03756418e-05],
       [-6.03756418e-05,  2.31783741e-03]]), array([[ 2.34787501e-03, -5.50381450e-05],
       [-5.50381450e-05,  1.85610319e-03]]), array([[ 1.96850180e-03, -5.02443112e-05],
       [-5.02443112e-05,  1.48630451e-03]]), array([[ 1.71224466e-03, -5.04456100e-05],
       [-5.04456100e-05,  1.19100841e-03]]), array([[ 1.48777680e-03, -5.01527147e-05],
       [-5.01527147e-05,  9.54728093e-04]]), array([[ 1.30803806e-03, -4.64915350e-05],
       [-4.64915350e-05,  7.64990612e-04]]), array([[ 1.16060307e-03, -4.91678355e-05],
       [-4.91678355e-05,  6.14250875e-04]]), array([[ 1.00500899e-03, -4.57580555e-05],
       [-4.57580555e-05,  4.93004447e-04]]), array([[ 9.66804277e-04, -5.07628979e-05],
       [-5.07628979e-05,  3.96737401e-04]]), array([[ 8.73939803e-04, -4.64762541e-05],
       [-4.64762541e-05,  3.18611359e-04]]), array([[ 7.93994907e-04, -4.54865583e-05],
       [-4.54865583e-05,  2.56545699e-04]]), array([[ 7.15989571e-04, -4.27008465e-05],
       [-4.27008465e-05,  2.06937260e-04]]), array([[ 7.07437543e-04, -4.31421748e-05],
       [-4.31421748e-05,  1.67403158e-04]]), array([[ 6.84498690e-04, -4.39103502e-05],
       [-4.39103502e-05,  1.35751149e-04]]), array([[ 6.89631100e-04, -4.64574829e-05],
       [-4.64574829e-05,  1.10671090e-04]]), array([[ 6.22409251e-04, -4.25272685e-05],
       [-4.25272685e-05,  9.00270257e-05]]), array([[ 5.92429616e-04, -4.22270396e-05],
       [-4.22270396e-05,  7.36744342e-05]]), array([[ 5.82179548e-04, -4.11691309e-05],
       [-4.11691309e-05,  6.04004757e-05]]), array([[ 5.59554563e-04, -4.01342345e-05],
       [-4.01342345e-05,  4.99593307e-05]]), array([[ 5.66177666e-04, -3.90471750e-05],
       [-3.90471750e-05,  4.14257137e-05]])]","[[0.05313165653449436, 0.048143923962730505], [0.04845487596967827, 0.04308251609086733], [0.0443678014143127, 0.038552620044315714], [0.04137927812551636, 0.034510989722996155], [0.03857170987842764, 0.03089867461442771], [0.036166808758290106, 0.027658463656424492], [0.03406762499199836, 0.024784085124213543], [0.0317018767274704, 0.022203703447129998], [0.031093476433813938, 0.01991826803043071], [0.029562472888826862, 0.01784968791303841], [0.028177915242286928, 0.016017044025224143], [0.02675798143730575, 0.014385314053596896], [0.02659769807871297, 0.012938437247769122], [0.026162925865839334, 0.011651229524568013], [0.026260828245264184, 0.010520032772684188], [0.02494813120309865, 0.009488257251308195], [0.02433987707930056, 0.008583381278088893], [0.024128397120121128, 0.007771774294347317], [0.023654905692235818, 0.007068191475577759], [0.023794488149038603, 0.006436281048598847]]"
"[0.05, 0.05]",100,0.05,0.12689999999999999,470.02838510122353,777.3062726926764,"[array([[ 2.36676538e-03, -5.93731340e-06],
       [-5.93731340e-06,  2.30206927e-03]]), array([[ 1.98029035e-03, -1.08084858e-05],
       [-1.08084858e-05,  1.84358179e-03]]), array([[ 1.71379860e-03, -1.84251693e-05],
       [-1.84251693e-05,  1.47685979e-03]]), array([[ 1.49178284e-03, -2.46899599e-05],
       [-2.46899599e-05,  1.18342477e-03]]), array([[ 1.28959616e-03, -2.82751265e-05],
       [-2.82751265e-05,  9.48730413e-04]]), array([[ 1.15125238e-03, -3.17610522e-05],
       [-3.17610522e-05,  7.60972709e-04]]), array([[ 9.88946989e-04, -3.27139291e-05],
       [-3.27139291e-05,  6.10577539e-04]]), array([[ 9.21936615e-04, -3.74955639e-05],
       [-3.74955639e-05,  4.90504416e-04]]), array([[ 8.50520005e-04, -4.12389607e-05],
       [-4.12389607e-05,  3.94464089e-04]]), array([[ 7.82935358e-04, -4.16821656e-05],
       [-4.16821656e-05,  3.17494752e-04]]), array([[ 7.15319343e-04, -4.11780289e-05],
       [-4.11780289e-05,  2.55666055e-04]]), array([[ 6.73118479e-04, -4.04352434e-05],
       [-4.04352434e-05,  2.06031196e-04]]), array([[ 6.30085752e-04, -3.88851652e-05],
       [-3.88851652e-05,  1.66322718e-04]]), array([[ 6.24040097e-04, -4.10576413e-05],
       [-4.10576413e-05,  1.35153804e-04]]), array([[ 6.13019154e-04, -4.16620571e-05],
       [-4.16620571e-05,  1.09887524e-04]]), array([[ 6.93541183e-04, -4.98080792e-05],
       [-4.98080792e-05,  9.01253752e-05]]), array([[ 6.81214413e-04, -4.98539900e-05],
       [-4.98539900e-05,  7.40107531e-05]]), array([[ 6.29460223e-04, -4.59068642e-05],
       [-4.59068642e-05,  6.04168398e-05]]), array([[ 6.28807510e-04, -4.57047830e-05],
       [-4.57047830e-05,  4.99588485e-05]]), array([[ 6.3630293e-04, -4.5973609e-05],
       [-4.5973609e-05,  4.1703273e-05]])]","[[0.0486494129253945, 0.047979884060208006], [0.04450045339303651, 0.04293695133958967], [0.04139805071503709, 0.038429933480618655], [0.03862360464250567, 0.034400941456238066], [0.035910947581213964, 0.03080146770716614], [0.03393011029719922, 0.027585733789635577], [0.031447527544817236, 0.02470986724656926], [0.030363409143588996, 0.022147334293929007], [0.029163676116381196, 0.019861120037967053], [0.027980982072356123, 0.01781838242973128], [0.026745454618307223, 0.015989560807631704], [0.025944526964425972, 0.014353786817771967], [0.02510150895051148, 0.012896616517831617], [0.02498079456440492, 0.011625566820000129], [0.02475922362331294, 0.010482725048623718], [0.026335170068958285, 0.009493438535974168], [0.02610008454739801, 0.008602950258397286], [0.02508904588477878, 0.007772827017708665], [0.025076034582326438, 0.007068157363707545], [0.025225045695029195, 0.006457807139156566]]"
"[0.05, 0.05]",100,0.1,0.1335,596.2618196280993,870.9771095380216,"[array([[ 2.85588288e-03, -2.25493194e-05],
       [-2.25493194e-05,  2.18281498e-03]]), array([[ 2.41317969e-03, -2.82904459e-05],
       [-2.82904459e-05,  1.74838353e-03]]), array([[ 2.11357692e-03, -3.46536494e-05],
       [-3.46536494e-05,  1.40051952e-03]]), array([[ 1.79861901e-03, -3.60332397e-05],
       [-3.60332397e-05,  1.12176796e-03]]), array([[ 1.52644888e-03, -3.43079250e-05],
       [-3.43079250e-05,  8.98465351e-04]]), array([[ 1.33728948e-03, -3.84919097e-05],
       [-3.84919097e-05,  7.21033621e-04]]), array([[ 1.23496261e-03, -4.30132690e-05],
       [-4.30132690e-05,  5.79120655e-04]]), array([[ 1.10910959e-03, -4.50235900e-05],
       [-4.50235900e-05,  4.65321945e-04]]), array([[ 9.62095139e-04, -4.06057820e-05],
       [-4.06057820e-05,  3.73512208e-04]]), array([[ 8.20881768e-04, -3.66140819e-05],
       [-3.66140819e-05,  3.00399616e-04]]), array([[ 7.87492422e-04, -3.70241917e-05],
       [-3.70241917e-05,  2.42005221e-04]]), array([[ 7.36576972e-04, -3.75929099e-05],
       [-3.75929099e-05,  1.95312291e-04]]), array([[ 6.97612440e-04, -3.76374935e-05],
       [-3.76374935e-05,  1.57874758e-04]]), array([[ 6.65757166e-04, -3.88161145e-05],
       [-3.88161145e-05,  1.28095908e-04]]), array([[ 6.84965000e-04, -4.38922839e-05],
       [-4.38922839e-05,  1.04805162e-04]]), array([[ 6.88577571e-04, -4.62358291e-05],
       [-4.62358291e-05,  8.57661306e-05]]), array([[ 6.79233769e-04, -4.68152327e-05],
       [-4.68152327e-05,  7.04123012e-05]]), array([[ 6.43350721e-04, -4.46385054e-05],
       [-4.46385054e-05,  5.78153826e-05]]), array([[ 6.33006181e-04, -4.53257597e-05],
       [-4.53257597e-05,  4.81524000e-05]]), array([[ 6.11287591e-04, -4.26199087e-05],
       [-4.26199087e-05,  4.00686361e-05]])]","[[0.053440461058229166, 0.04672060552293746], [0.04912412531303553, 0.041813676323656526], [0.04597365463725508, 0.037423515550027216], [0.04241012867018617, 0.03349280464408041], [0.03906979492158413, 0.029974411607423087], [0.036568968865404686, 0.02685206921432704], [0.03514203486223825, 0.024064925832817524], [0.03330329704745717, 0.021571322272199992], [0.031017658504620738, 0.019326463924346015], [0.028651034330276447, 0.01733204014384556], [0.028062295379008336, 0.015556516999481728], [0.027139951585844563, 0.01397541737579586], [0.026412353921252008, 0.012564822229147083], [0.025802270562841657, 0.011317946290528444], [0.026171836008981042, 0.010237439244585275], [0.02624076162401312, 0.009261000516975803], [0.026062113672463777, 0.008391203801198226], [0.02536435925964144, 0.007603642718762949], [0.025159614079988155, 0.0069391930366310495], [0.024724230846201015, 0.00632997915627491]]"
"[0.05, 0.05]",200,0.01,0.0624,354.9972824767455,432.2662973874824,"[array([[2.41636034e-03, 4.75564007e-06],
       [4.75564007e-06, 2.18067295e-03]]), array([[ 2.02883783e-03, -3.44389935e-06],
       [-3.44389935e-06,  1.74579460e-03]]), array([[ 1.70531047e-03, -8.07483329e-06],
       [-8.07483329e-06,  1.39790432e-03]]), array([[ 1.50519649e-03, -1.72778101e-05],
       [-1.72778101e-05,  1.12009900e-03]]), array([[ 1.28294318e-03, -1.99897580e-05],
       [-1.99897580e-05,  8.97445860e-04]]), array([[ 1.14059517e-03, -2.47187971e-05],
       [-2.47187971e-05,  7.19734080e-04]]), array([[ 1.03595082e-03, -2.99770037e-05],
       [-2.99770037e-05,  5.77574279e-04]]), array([[ 9.47896849e-04, -3.31960446e-05],
       [-3.31960446e-05,  4.63772368e-04]]), array([[ 8.65611474e-04, -3.51043096e-05],
       [-3.51043096e-05,  3.72880409e-04]]), array([[ 8.48130293e-04, -4.10763175e-05],
       [-4.10763175e-05,  3.00239169e-04]])]","[[0.04915648823853646, 0.04669767601852366], [0.04504262237939066, 0.04178270695840399], [0.041295404978363176, 0.03738855874054692], [0.038796861837409345, 0.03346788009866186], [0.03581819625842494, 0.029957400749145716], [0.03377269853593356, 0.026827860150315214], [0.03218618988645807, 0.02403277510175183], [0.030787933497720518, 0.021535374816305686], [0.02942127588049473, 0.01931011156180314], [0.029122676610281745, 0.017327410902153288]]"
"[0.05, 0.05]",200,0.05,0.06375,350.84588482591533,463.55118090233583,"[array([[ 2.52870690e-03, -3.22105914e-05],
       [-3.22105914e-05,  2.17081212e-03]]), array([[ 2.15132254e-03, -3.37955572e-05],
       [-3.37955572e-05,  1.73821328e-03]]), array([[ 1.80392627e-03, -3.30487323e-05],
       [-3.30487323e-05,  1.39195427e-03]]), array([[ 1.51452378e-03, -3.09134863e-05],
       [-3.09134863e-05,  1.11494485e-03]]), array([[ 1.32821016e-03, -3.37704056e-05],
       [-3.37704056e-05,  8.93633627e-04]]), array([[ 1.21231579e-03, -3.80191868e-05],
       [-3.80191868e-05,  7.16624588e-04]]), array([[ 1.10038060e-03, -3.97236568e-05],
       [-3.97236568e-05,  5.75028346e-04]]), array([[ 1.01149097e-03, -4.14899122e-05],
       [-4.14899122e-05,  4.61864848e-04]]), array([[ 9.07164230e-04, -4.12000224e-05],
       [-4.12000224e-05,  3.71164979e-04]]), array([[ 8.99245853e-04, -4.76264363e-05],
       [-4.76264363e-05,  2.99264025e-04]])]","[[0.050286249650072994, 0.04659197481084296], [0.04638235159532321, 0.04169188506806683], [0.04247265317191715, 0.03730890334907789], [0.03891688301860776, 0.033390789854390125], [0.036444617746014187, 0.02989370547098259], [0.03481832548182168, 0.02676984475347005], [0.03317198518015128, 0.02397974867105953], [0.031803945789691423, 0.021491041110073734], [0.030119167150755057, 0.019265642443972598], [0.029987428243118123, 0.01729924925087958]]"
"[0.05, 0.05]",200,0.1,0.06239999999999999,400.2829842010132,498.9089644487768,"[array([[ 2.47956771e-03, -3.28856166e-05],
       [-3.28856166e-05,  2.12276427e-03]]), array([[ 2.09280154e-03, -3.47075659e-05],
       [-3.47075659e-05,  1.69980333e-03]]), array([[ 1.78357809e-03, -3.65349821e-05],
       [-3.65349821e-05,  1.36172387e-03]]), array([[ 1.52677191e-03, -3.65134028e-05],
       [-3.65134028e-05,  1.09082090e-03]]), array([[ 1.32719961e-03, -3.56491732e-05],
       [-3.56491732e-05,  8.74005885e-04]]), array([[ 1.17302130e-03, -3.72061049e-05],
       [-3.72061049e-05,  7.01026626e-04]]), array([[ 1.05931662e-03, -3.71182702e-05],
       [-3.71182702e-05,  5.62302194e-04]]), array([[ 9.46636654e-04, -3.67594711e-05],
       [-3.67594711e-05,  4.51344016e-04]]), array([[ 8.62299160e-04, -3.82907102e-05],
       [-3.82907102e-05,  3.62776216e-04]]), array([[ 7.78029500e-04, -3.71827789e-05],
       [-3.71827789e-05,  2.91628409e-04]])]","[[0.04979525791346064, 0.046073466059489504], [0.04574714789828178, 0.04122867116195638], [0.042232429330963585, 0.03690154298436505], [0.03907392876634357, 0.03302757786221304], [0.036430750915013445, 0.02956359053784954], [0.03424939851282152, 0.02647690741623929], [0.03254714454894083, 0.023712911974033836], [0.030767460962328377, 0.021244858581826224], [0.029364930778714625, 0.01904668518172662], [0.027893180161236274, 0.01707713117017823]]"
"[0.05, 0.05]",300,0.01,0.0514,372.24333253429756,400.05209609519164,"[array([[ 2.22828276e-03, -1.92066630e-05],
       [-1.92066630e-05,  2.10142436e-03]]), array([[ 1.90167187e-03, -2.41487758e-05],
       [-2.41487758e-05,  1.68287264e-03]]), array([[ 1.61582246e-03, -2.61376540e-05],
       [-2.61376540e-05,  1.34788543e-03]]), array([[ 1.42139206e-03, -3.20998710e-05],
       [-3.20998710e-05,  1.08051773e-03]]), array([[ 1.23319530e-03, -3.22497746e-05],
       [-3.22497746e-05,  8.65882806e-04]]), array([[ 1.07996852e-03, -3.29400603e-05],
       [-3.29400603e-05,  6.94314881e-04]])]","[[0.047204690020522334, 0.04584129539481249], [0.043608162908265635, 0.04102283077274665], [0.040197294138324, 0.03671355925294183], [0.037701353565449514, 0.03287122957814756], [0.03511688057210169, 0.02942588666508303], [0.03286287454291101, 0.026349855418158086]]"
"[0.05, 0.05]",300,0.05,0.0504,319.7777015166531,403.0483643037313,"[array([[ 2.28590767e-03, -1.36555911e-05],
       [-1.36555911e-05,  2.07774058e-03]]), array([[ 1.92040232e-03, -1.84428752e-05],
       [-1.84428752e-05,  1.66366860e-03]]), array([[ 1.66335554e-03, -2.53421471e-05],
       [-2.53421471e-05,  1.33271230e-03]]), array([[ 1.43478735e-03, -2.91619854e-05],
       [-2.91619854e-05,  1.06782484e-03]]), array([[ 1.27394173e-03, -3.38084214e-05],
       [-3.38084214e-05,  8.56212256e-04]]), array([[ 1.15025495e-03, -3.72463573e-05],
       [-3.72463573e-05,  6.86731171e-04]])]","[[0.04781116674152529, 0.045582239688754994], [0.04382239521186864, 0.04078809381402816], [0.04078425605088595, 0.036506332333303734], [0.03787858699657768, 0.032677589246041784], [0.03569232038595381, 0.0292611048384511], [0.03391540875490852, 0.026205556109930427]]"
"[0.05, 0.05]",300,0.1,0.04885,297.92982320695944,441.12985357889073,"[array([[ 2.53633508e-03, -3.83758779e-05],
       [-3.83758779e-05,  2.10572127e-03]]), array([[ 2.13514048e-03, -4.01535066e-05],
       [-4.01535066e-05,  1.68641901e-03]]), array([[ 1.79978058e-03, -3.83462182e-05],
       [-3.83462182e-05,  1.35038151e-03]]), array([[ 1.53399653e-03, -3.84108892e-05],
       [-3.84108892e-05,  1.08190470e-03]]), array([[ 1.35034510e-03, -3.96907154e-05],
       [-3.96907154e-05,  8.67218222e-04]]), array([[ 1.22254709e-03, -4.28884580e-05],
       [-4.28884580e-05,  6.95625705e-04]])]","[[0.050362040115772104, 0.04588813871227393], [0.046207580360834874, 0.04106603225486677], [0.042423820935614275, 0.036747537458170214], [0.03916626770324541, 0.03289231975631324], [0.03674704199548564, 0.029448569099302623], [0.034964940829688165, 0.026374717152183962]]"
